id,tenant_id,contact_id,company_id,invoice_number,title,status,issue_date,due_date,sent_at,paid_at,subtotal,tax_rate,tax_amount,total_amount,amount_paid,balance_due,currency,notes,deal_id,created_at,created_by
72ee8974-8dd0-4664-8ea5-df7d3bd60776,6e2684b5-dd18-4549-8440-7276b577d2b5,99097324-aff9-451a-a9dd-eeb9636a3ff8,,INV-000248,Invoice for Consulting,sent,2026-06-07,2026-08-22,2026-02-26T05:22:35.303231,,19002.09,7.5,1425.16,20427.25,0,20427.25,USD,,,2026-06-18T16:03:16.303237,
c25676f0-1f5c-4750-a4e8-77f7381e483c,6e2684b5-dd18-4549-8440-7276b577d2b5,,2fe5e7c3-546c-4ffa-89d8-46ed4a55a754,INV-000249,Invoice for Support,cancelled,2026-01-03,2027-01-23,2026-06-21T03:20:04.303264,,78051.48,20,15610.3,93661.78,0,93661.78,USD,,,2026-01-27T21:04:37.303270,
4f720336-6db6-41b9-8d3e-43f6ae96b7ed,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000250,Invoice for Consulting,sent,2026-02-02,2026-10-09,2026-04-25T04:26:21.303295,,63841.1,10,6384.11,70225.21,0,70225.21,USD,Thank you for your business!,,2026-01-15T15:20:29.303301,
a159e75e-265f-49e7-961f-05efeab7ae8e,6e2684b5-dd18-4549-8440-7276b577d2b5,74d8d3ad-7b89-40a1-8269-212f8bc33440,,INV-000251,Invoice for Consulting,viewed,2026-01-25,2026-10-19,2026-03-15T08:43:26.303334,,22937.74,15,3440.66,26378.4,0,26378.4,USD,,,2025-08-13T20:24:40.303340,
f48d4aea-632b-4ab9-8f97-5bd674d16e75,6e2684b5-dd18-4549-8440-7276b577d2b5,178f892e-2640-4534-b77c-ae99d8d235df,,INV-000252,Invoice for Support,viewed,2026-03-06,2026-12-26,2026-06-09T21:50:38.303366,,96712.95,5,4835.65,101548.6,0,101548.6,USD,,,2025-12-14T21:33:33.303371,
aa073bf0-dfc8-4d71-b6d4-d5be2da8ee40,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000253,Invoice for Consulting,partial,2025-11-18,2027-02-01,2026-05-13T06:23:18.303397,,80531.17,7.5,6039.84,86571.01,43285.505,43285.505,USD,,,2026-01-27T14:19:04.303403,
9fbf013d-6f1e-45b2-9671-918d71b321d2,6e2684b5-dd18-4549-8440-7276b577d2b5,6b6e159f-ab73-4523-a610-c715340f47c9,,INV-000254,Invoice for Products,partial,2026-03-06,2026-11-14,2026-04-13T23:59:35.303428,,94728.91,7.5,7104.67,101833.58,50916.79,50916.79,USD,Thank you for your business!,,2025-09-09T18:36:31.303434,
b467f271-fa1d-4fd2-9dd5-7007daf5b09c,6e2684b5-dd18-4549-8440-7276b577d2b5,ed446b44-3718-48d0-8d39-9d67db0d4924,,INV-000255,Invoice for Consulting,sent,2026-03-29,2026-12-08,2026-05-25T07:25:22.303471,,98948.24,10,9894.82,108843.06,0,108843.06,USD,,,2026-02-13T03:45:43.303477,
5a1cd2f8-5d34-4df3-823a-8c71737128c3,6e2684b5-dd18-4549-8440-7276b577d2b5,6105d90d-9195-428c-a07a-c001fe9bddd7,,INV-000256,Invoice for Consulting,viewed,2026-07-23,2026-09-23,2026-06-27T04:30:28.303508,,51774.93,8,4141.99,55916.92,0,55916.92,USD,Thank you for your business!,dad483e7-9d46-4750-9a53-7a2c0ecb995f,2025-12-06T22:37:06.303514,
cfac9702-4950-4a85-84e2-0ddf42a2017a,6e2684b5-dd18-4549-8440-7276b577d2b5,01f1ba8e-39ad-477d-8a56-9a82522d7c00,,INV-000257,Invoice for Consulting,sent,2026-05-10,2026-12-12,2026-06-18T08:11:22.303541,,69031.71,7.5,5177.38,74209.09,0,74209.09,USD,Thank you for your business!,,2026-08-05T21:26:29.303546,
738bd1df-be14-42f7-8926-89b8fdf59b67,6e2684b5-dd18-4549-8440-7276b577d2b5,,a253dd8a-967f-44e8-b564-3bd597d3206d,INV-000258,Invoice for Support,partial,2026-04-05,2027-02-05,2026-08-03T11:35:19.303574,,41850.35,10,4185.03,46035.38,23017.69,23017.69,USD,Thank you for your business!,,2026-08-01T09:42:39.303580,
f0349f55-ee51-4600-af33-bb4381a10ca6,6e2684b5-dd18-4549-8440-7276b577d2b5,dd96546f-19f7-4786-a7af-b6a27fb84836,,INV-000259,Invoice for Services,partial,2025-10-26,2026-08-22,2026-05-19T03:34:16.303606,,74918.97,8,5993.52,80912.49,40456.245,40456.245,USD,Thank you for your business!,,2026-07-16T13:23:57.303612,
d002f9ba-d0bf-4754-8891-dfddb8978a7b,6e2684b5-dd18-4549-8440-7276b577d2b5,3afd4bf9-76c5-4477-a3a1-5138256da4ff,9c92fd72-ba5b-4015-910c-0f20f78c0ce1,INV-000260,Invoice for Subscription,cancelled,2026-04-06,2026-09-29,2026-02-12T04:04:00.303639,,81019.72,0,0.0,81019.72,0,81019.72,USD,Thank you for your business!,,2026-07-19T02:32:45.303645,
f2c0c874-71db-4cf2-bfcb-af6d6ece3cf8,6e2684b5-dd18-4549-8440-7276b577d2b5,13b30eac-b579-4dd8-85ff-6f4a3829787f,1fdfa7e5-4664-449f-a4e0-e7f42be775dc,INV-000261,Invoice for Services,draft,2026-06-09,2027-01-24,,,91887.46,7.5,6891.56,98779.02,0,98779.02,USD,Thank you for your business!,,2026-05-28T14:25:08.303678,
b61c98c4-c06f-49c9-9f42-b3097961c6b8,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000262,Invoice for Products,sent,2026-02-07,2027-02-04,2026-04-16T22:30:15.303704,,39581.45,20,7916.29,47497.74,0,47497.74,USD,Thank you for your business!,,2025-11-11T14:19:53.303730,
8cc801ea-0f5e-45b3-94ae-8fac5d7d0542,6e2684b5-dd18-4549-8440-7276b577d2b5,5da2298e-5f0c-4285-8f46-abd247b0d326,,INV-000263,Invoice for Subscription,overdue,2025-09-21,2026-08-15,2026-05-15T17:29:07.303804,,48554.06,10,4855.41,53409.47,0,53409.47,USD,Thank you for your business!,,2026-06-08T17:35:57.303822,
d9dd9472-c76d-4a0e-a09f-080e7224ab15,6e2684b5-dd18-4549-8440-7276b577d2b5,,f921c896-a095-4b65-a378-809705a23d70,INV-000264,Invoice for Services,draft,2025-12-06,2026-08-20,,,67309.63,10,6730.96,74040.59,0,74040.59,USD,Thank you for your business!,45f89163-8ff8-4b71-ac7d-6219e1e478bd,2025-09-11T08:28:01.303857,
da73b64b-c0af-48f2-b80b-a5837935e9bb,6e2684b5-dd18-4549-8440-7276b577d2b5,ba72e658-56bf-4e85-8f86-c54ca4148a91,0bfc8bce-2cd4-4b5e-8ad3-a6136f6d3676,INV-000265,Invoice for Products,draft,2026-07-22,2027-01-25,,,58287.23,10,5828.72,64115.95,0,64115.95,USD,Thank you for your business!,,2025-12-06T18:57:39.303887,
5cb0aee7-dfce-455d-8feb-79f66b45eaa0,6e2684b5-dd18-4549-8440-7276b577d2b5,c2fc1af6-b701-4900-96bc-3989ef562c47,,INV-000266,Invoice for Support,partial,2026-05-30,2026-08-16,2026-06-23T05:18:55.303924,,25756.93,10,2575.69,28332.62,14166.31,14166.31,USD,Thank you for your business!,,2025-10-14T03:54:58.303931,
cabd5d21-4031-4cdd-a455-869507b6b677,6e2684b5-dd18-4549-8440-7276b577d2b5,46b2fbcf-b19d-4856-991c-8a4b9b138349,,INV-000267,Invoice for Support,overdue,2025-11-07,2026-08-17,2026-07-14T12:37:13.303959,,67422.52,10,6742.25,74164.77,0,74164.77,USD,Thank you for your business!,,2026-01-01T00:55:20.303965,
ba649dba-f894-4e46-ac9a-6c4898db9fc2,6e2684b5-dd18-4549-8440-7276b577d2b5,812e7774-9f00-4e98-9efd-5487fbf5f493,,INV-000268,Invoice for Consulting,cancelled,2026-04-20,2026-10-05,2026-03-07T15:41:20.303991,,22743.18,20,4548.64,27291.82,0,27291.82,USD,Thank you for your business!,aaf47521-bfcc-4ab8-9922-0510739c5e9c,2025-10-11T02:45:31.303999,
54262526-e03a-458c-a134-e5291a1e723b,6e2684b5-dd18-4549-8440-7276b577d2b5,fa3d2bcd-312f-42a6-96f1-60db0afbdd36,,INV-000269,Invoice for Products,viewed,2025-09-13,2026-10-07,2026-07-15T08:11:57.304025,,79036.82,0,0.0,79036.82,0,79036.82,USD,,,2026-04-29T09:49:53.304031,
df336171-d741-4f53-aacb-438eded220de,6e2684b5-dd18-4549-8440-7276b577d2b5,b8f6d5d3-38a6-4793-ba69-32f69a6d450d,,INV-000270,Invoice for Services,sent,2026-05-07,2027-01-11,2026-07-07T17:16:37.304067,,5426.75,7.5,407.01,5833.76,0,5833.76,USD,,,2026-01-30T06:59:37.304073,
de7dc336-769a-4388-820e-530371f3e6d5,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000271,Invoice for Products,cancelled,2026-03-10,2027-01-04,2026-04-25T00:10:22.304107,,82555.78,0,0.0,82555.78,0,82555.78,USD,Thank you for your business!,,2026-01-19T08:00:07.304113,
b8d937ef-267d-4990-8d98-aca2f044720a,6e2684b5-dd18-4549-8440-7276b577d2b5,,1f4c4a8a-7aa6-4d63-a72e-a8ad16cf83d2,INV-000272,Invoice for Support,draft,2026-04-18,2026-12-04,,,74424.23,8,5953.94,80378.17,0,80378.17,USD,Thank you for your business!,2618e1f8-2b8b-4657-ae59-9a5120959b1a,2025-12-05T00:02:43.304142,
80e1d284-eaa3-42b4-a6ab-0084911cb767,6e2684b5-dd18-4549-8440-7276b577d2b5,862e2903-de88-453f-a75a-92b2d761fd59,,INV-000273,Invoice for Products,cancelled,2025-12-12,2026-09-24,2026-03-10T13:05:33.304169,,532.6,5,26.63,559.23,0,559.23,USD,,,2026-06-27T06:21:45.304175,
96f4b187-4fab-4cf3-8e97-908ac2fb0a72,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000274,Invoice for Consulting,overdue,2025-09-03,2026-08-09,2026-06-12T01:56:02.304200,,47980.14,5,2399.01,50379.15,0,50379.15,USD,,,2025-11-20T11:18:59.304206,
9a3efdba-2bae-4ad7-9bf8-a04713334b2b,6e2684b5-dd18-4549-8440-7276b577d2b5,a02be696-b152-4081-8d16-69752e98fdca,5f4e3e20-eddb-4f9f-b39d-2f53e9c7c7a0,INV-000275,Invoice for Services,paid,2026-05-06,2026-09-24,2026-03-24T20:23:54.304233,2026-06-12T14:42:48.304238,30612.07,7.5,2295.91,32907.98,32907.98,0,USD,Thank you for your business!,,2026-01-10T15:48:02.304244,
2218f46e-dd8a-4ed3-8cde-4718c834b5ac,6e2684b5-dd18-4549-8440-7276b577d2b5,0a2893f5-b12b-428a-b406-397bd643e0e4,3753c5e4-9ef7-491f-b450-c21ca0735454,INV-000276,Invoice for Support,cancelled,2026-07-28,2026-08-24,2026-05-13T03:21:37.304276,,73603.17,20,14720.63,88323.8,0,88323.8,USD,,45f89163-8ff8-4b71-ac7d-6219e1e478bd,2025-08-12T23:20:43.304282,
b6ccb422-d598-4dcc-8819-e6c54883c431,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000277,Invoice for Services,viewed,2025-12-02,2027-01-03,2026-07-15T00:04:37.304308,,12125.37,20,2425.07,14550.44,0,14550.44,USD,Thank you for your business!,,2026-06-07T10:22:20.304314,
bd335282-e14b-411e-b9c2-b68a5307c2d0,6e2684b5-dd18-4549-8440-7276b577d2b5,,d629e687-d5c8-419b-a20b-46b31bf6a45e,INV-000278,Invoice for Subscription,sent,2026-06-09,2026-12-30,2026-07-24T22:38:56.304339,,74914.41,7.5,5618.58,80532.99,0,80532.99,USD,,,2026-05-05T21:10:30.304345,
70ac829f-105c-488f-8332-e45539c43ab5,6e2684b5-dd18-4549-8440-7276b577d2b5,,4931bcf4-ccd7-4a71-b677-495f9845efd8,INV-000279,Invoice for Services,viewed,2026-05-30,2026-11-15,2026-08-06T10:32:22.304371,,89109.97,15,13366.5,102476.47,0,102476.47,USD,,,2025-09-21T00:27:21.304377,
fef42c25-1bea-4f12-b9b3-db0d5e45dfaf,6e2684b5-dd18-4549-8440-7276b577d2b5,785b11dd-2bfe-48de-ba91-e319262603ef,59426c92-1418-476a-b553-fe47037776ac,INV-000280,Invoice for Subscription,draft,2025-08-22,2026-10-24,,,7886.5,7.5,591.49,8477.99,0,8477.99,USD,,,2026-06-08T11:04:18.304405,
7dc5a25f-8abc-4b0f-9bc7-eb9e3ed1d326,6e2684b5-dd18-4549-8440-7276b577d2b5,b78d9a01-eed2-4893-a0e4-7dd5b46a28de,,INV-000281,Invoice for Support,viewed,2026-01-10,2026-10-22,2026-05-20T14:10:52.304456,,69013.33,10,6901.33,75914.66,0,75914.66,USD,,,2026-03-08T08:20:17.304462,
7cb15623-cae4-4009-b079-f7860975f1a2,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000282,Invoice for Support,partial,2026-01-08,2026-08-15,2026-02-24T07:13:04.304488,,32859.01,0,0.0,32859.01,16429.505,16429.505,USD,Thank you for your business!,,2025-10-14T09:35:33.304494,
a5b20e0b-3d7e-4a95-bc61-5b40d0a230a7,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000283,Invoice for Products,paid,2026-03-08,2026-10-29,2026-02-16T07:12:49.304523,2026-07-29T14:44:09.304529,74422.58,7.5,5581.69,80004.27,80004.27,0,USD,Thank you for your business!,,2026-05-05T00:52:34.304534,
029a47dc-bf09-4cc9-aeed-282b2f824036,6e2684b5-dd18-4549-8440-7276b577d2b5,,e64b2218-d49a-4e05-bda0-cedd6fb4d2fa,INV-000284,Invoice for Subscription,partial,2026-04-13,2027-01-14,2026-07-14T23:40:09.304562,,38951.06,8,3116.08,42067.14,21033.57,21033.57,USD,Thank you for your business!,,2025-11-10T19:11:45.304568,
9b0a8c2d-28f0-4e59-897a-be0193222668,6e2684b5-dd18-4549-8440-7276b577d2b5,208ebf72-6cdd-464b-b3e1-33570f0e433b,b4fb2118-94f0-4d1f-85d8-ffaa945069dc,INV-000285,Invoice for Services,cancelled,2025-11-23,2026-12-24,2026-02-25T18:13:09.304595,,53961.95,7.5,4047.15,58009.1,0,58009.1,USD,Thank you for your business!,,2026-07-28T22:31:00.304601,
c52b2f10-5cbf-4556-ac99-3fee7a9f7086,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000286,Invoice for Support,draft,2025-09-15,2026-10-25,,,60574.58,7.5,4543.09,65117.67,0,65117.67,USD,,dbc4950f-6fa0-4443-8772-be729f205a5b,2026-03-19T12:09:46.304632,
bd38783d-a332-481d-9de5-fb541a69f708,6e2684b5-dd18-4549-8440-7276b577d2b5,d0817359-7c82-48f2-822b-9c1fa9d0b182,43d3fff4-d952-4323-a5ae-0014228f24d2,INV-000287,Invoice for Support,sent,2026-01-04,2026-11-24,2026-07-18T10:41:29.304664,,26521.99,0,0.0,26521.99,0,26521.99,USD,Thank you for your business!,aaf04c48-2bd4-48f3-aa20-8a76eeefbc7e,2025-10-02T14:57:14.304671,
2a642fc1-3c99-4d96-bc47-7260f3c3c033,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000288,Invoice for Subscription,viewed,2025-11-19,2026-11-05,2026-06-03T20:41:02.304697,,201.56,10,20.16,221.72,0,221.72,USD,Thank you for your business!,,2026-04-28T15:13:35.304703,
acc487b2-f684-4af5-b025-ec76f65230a6,6e2684b5-dd18-4549-8440-7276b577d2b5,390249ef-6fa6-4b4b-93f9-e47ebae1a444,,INV-000289,Invoice for Products,cancelled,2026-01-11,2026-09-29,2026-05-21T02:08:59.304778,,50044.98,15,7506.75,57551.73,0,57551.73,USD,Thank you for your business!,,2025-11-03T08:16:49.304794,
1149839a-b84e-4e11-baaf-abac04bfe93a,6e2684b5-dd18-4549-8440-7276b577d2b5,57cc0006-2f2a-4b77-980c-ace925c94b5a,,INV-000290,Invoice for Products,sent,2026-01-21,2026-08-25,2026-06-22T16:46:55.304828,,39770.7,5,1988.54,41759.24,0,41759.24,USD,,,2026-01-19T19:13:38.304834,
795a6a4d-0f65-471b-ab3a-832134312f10,6e2684b5-dd18-4549-8440-7276b577d2b5,,72e47958-40e5-4702-ad88-2f00742b91d6,INV-000291,Invoice for Support,overdue,2026-07-08,2026-12-11,2026-07-01T13:16:21.304869,,85987.87,5,4299.39,90287.26,0,90287.26,USD,Thank you for your business!,,2025-10-31T05:32:54.304875,
f2f518b7-a6a0-42b9-b6ad-dee583dc069f,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000292,Invoice for Support,sent,2026-07-11,2026-08-23,2026-04-19T04:13:46.304901,,81537.93,0,0.0,81537.93,0,81537.93,USD,,428fa01e-0c56-4bfd-92e7-4631d9a35d73,2026-05-09T17:31:06.304908,
0effdda5-3079-4886-ab12-7f2799809636,6e2684b5-dd18-4549-8440-7276b577d2b5,,eb7bfd8d-c392-4b67-86fd-eeb7b9733441,INV-000293,Invoice for Subscription,partial,2026-04-05,2027-01-11,2026-03-03T00:59:28.304936,,49034.98,20,9807.0,58841.98,29420.99,29420.99,USD,Thank you for your business!,,2026-01-02T17:30:15.304942,
8fe9d6b6-1335-46fd-a0e0-beead3ab1384,6e2684b5-dd18-4549-8440-7276b577d2b5,60224556-e283-4d41-a791-b2a9c587b5a2,1fdfa7e5-4664-449f-a4e0-e7f42be775dc,INV-000294,Invoice for Consulting,viewed,2025-12-01,2026-08-14,2026-04-29T23:58:30.304970,,56750.36,5,2837.52,59587.88,0,59587.88,USD,Thank you for your business!,,2025-11-18T03:56:07.304976,
d41c126a-cd85-450f-af2c-706b5ae09ec1,6e2684b5-dd18-4549-8440-7276b577d2b5,,b94f9688-e7d0-462f-b6f8-54ff566da376,INV-000295,Invoice for Consulting,viewed,2025-09-29,2026-09-15,2026-03-24T16:34:21.305002,,17320.69,20,3464.14,20784.83,0,20784.83,USD,Thank you for your business!,,2026-06-14T21:51:14.305008,
aacd2094-fd11-4010-a7e4-aec2626eabd8,6e2684b5-dd18-4549-8440-7276b577d2b5,19b0563b-b79b-43d5-a0cc-7a422dce3ea7,497e49ac-a5cc-4f23-a4d5-2e65403e2f74,INV-000296,Invoice for Subscription,paid,2025-09-29,2026-08-30,2026-07-28T23:07:04.305036,2026-06-11T04:24:43.305042,61920.35,7.5,4644.03,66564.38,66564.38,0,USD,,,2026-03-03T04:00:43.305047,
560178ca-d67d-4fce-a5d4-454bb09f6324,6e2684b5-dd18-4549-8440-7276b577d2b5,,6ebce9ee-be64-4374-aab5-3a28d2f5963f,INV-000297,Invoice for Products,cancelled,2025-08-30,2026-10-16,2026-02-23T23:09:25.305078,,86170.11,10,8617.01,94787.12,0,94787.12,USD,Thank you for your business!,,2026-06-02T06:52:23.305084,
eed39326-5124-43fb-9d28-1b5791bf5dc1,6e2684b5-dd18-4549-8440-7276b577d2b5,1dbf7607-e4bf-4244-ac24-52827e364215,f06d5004-19c8-4e3e-938b-61b4c819f1aa,INV-000298,Invoice for Support,sent,2025-12-27,2026-08-12,2026-07-14T19:04:32.305111,,47433.7,0,0.0,47433.7,0,47433.7,USD,,,2026-01-26T14:03:40.305117,
0af5e367-ed69-4a38-9407-9fd9ab795c81,6e2684b5-dd18-4549-8440-7276b577d2b5,e3989ca8-0638-4617-812c-d91438b3986d,b893931c-eca7-45f8-b1e4-21b6b380a8f5,INV-000299,Invoice for Services,draft,2026-01-01,2026-11-02,,,59245.15,15,8886.77,68131.92,0,68131.92,USD,Thank you for your business!,,2026-02-01T12:54:27.305146,
bcd23ee3-782b-4e6e-a818-c18e494342e5,6e2684b5-dd18-4549-8440-7276b577d2b5,bbba7133-1190-4d94-b2d6-591678436f8e,dd119659-17c8-478f-a44b-f7850917ab50,INV-000300,Invoice for Consulting,cancelled,2025-12-16,2026-12-19,2026-08-01T15:32:21.305177,,12418.67,5,620.93,13039.6,0,13039.6,USD,Thank you for your business!,,2026-08-01T16:50:45.305183,
47da3007-58c9-4d61-9f64-f35396224fc4,6e2684b5-dd18-4549-8440-7276b577d2b5,,9c92fd72-ba5b-4015-910c-0f20f78c0ce1,INV-000301,Invoice for Products,viewed,2026-03-10,2027-01-29,2026-06-17T12:42:29.305209,,39429.33,20,7885.87,47315.2,0,47315.2,USD,,,2025-10-30T18:22:36.305215,
f70ab6a2-1cb3-4be9-83a8-de5618c9d060,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000302,Invoice for Products,overdue,2025-12-10,2026-11-24,2026-07-10T05:22:23.305243,,2049.58,8,163.97,2213.55,0,2213.55,USD,Thank you for your business!,,2025-11-23T21:33:20.305249,
23c998ee-b021-40eb-bb43-36d96029c5ee,6e2684b5-dd18-4549-8440-7276b577d2b5,,57e081b1-29e0-44d4-aa34-b18b1c8ca753,INV-000303,Invoice for Products,sent,2026-04-08,2026-10-27,2026-02-16T21:43:29.305278,,49504.68,0,0.0,49504.68,0,49504.68,USD,,,2025-09-09T23:04:35.305285,
9d491942-2c93-4d32-95d8-e8b2a885c708,6e2684b5-dd18-4549-8440-7276b577d2b5,4c915838-c2aa-4ed9-9cd9-201b3bf3d4b8,,INV-000304,Invoice for Support,partial,2026-03-27,2026-10-11,2026-04-30T16:51:06.305313,,24184.79,10,2418.48,26603.27,13301.635,13301.635,USD,Thank you for your business!,4ff4d407-f3b3-407e-a2e2-f2a8bd998ecd,2026-01-17T15:22:59.305320,
64f36392-0793-47e6-8fe1-97fe6a8d2100,6e2684b5-dd18-4549-8440-7276b577d2b5,99b2edbc-d9eb-4ee4-a2c7-f1417aeab8f0,,INV-000305,Invoice for Subscription,overdue,2026-05-09,2026-08-29,2026-04-11T23:00:12.305346,,15286.12,0,0.0,15286.12,0,15286.12,USD,Thank you for your business!,,2026-07-12T13:07:52.305352,
2f598ea4-6f2d-4edf-bed8-7e61565729c0,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000306,Invoice for Services,partial,2026-07-14,2026-09-27,2026-06-23T06:51:26.305378,,32404.01,7.5,2430.3,34834.31,17417.155,17417.155,USD,Thank you for your business!,,2025-08-15T21:57:09.305384,
afdf2012-1464-4184-baa6-8cf82cde5106,6e2684b5-dd18-4549-8440-7276b577d2b5,7f9505cd-9cb7-4cf2-821a-4a065a9f21d7,,INV-000307,Invoice for Products,overdue,2025-12-07,2026-11-04,2026-05-05T01:43:49.305414,,55590.94,0,0.0,55590.94,0,55590.94,USD,Thank you for your business!,,2026-02-19T07:49:19.305420,
1e444a02-4c59-4398-ab50-bf780fb7fab1,6e2684b5-dd18-4549-8440-7276b577d2b5,a1a1fcf9-a5fe-4e5f-a909-9d6e97b2e30b,,INV-000308,Invoice for Products,draft,2026-01-01,2026-11-07,,,69326.94,8,5546.16,74873.1,0,74873.1,USD,,,2026-06-27T12:13:33.305453,
e8086ff7-09a5-49ef-9d6e-b0eaa116c81d,6e2684b5-dd18-4549-8440-7276b577d2b5,3e4f156c-9fd6-4b5c-9d40-68df769b2f9d,2243036d-30f5-4114-afc5-0f338177ea92,INV-000309,Invoice for Consulting,overdue,2025-09-09,2026-09-01,2026-07-17T22:49:55.305486,,34246.95,10,3424.7,37671.65,0,37671.65,USD,,,2025-11-14T20:32:56.305492,
188efcec-8e09-4ab6-8438-5db576fa48d5,6e2684b5-dd18-4549-8440-7276b577d2b5,805885f5-80fe-461c-9e5e-6ef6364484d2,,INV-000310,Invoice for Consulting,partial,2026-01-07,2026-10-30,2026-03-18T08:18:45.305523,,7079.62,8,566.37,7645.99,3822.995,3822.995,USD,Thank you for your business!,,2026-05-30T04:46:26.305529,
8fa4001c-d693-4f17-adcc-0fd88a39c3cf,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000311,Invoice for Services,viewed,2026-06-08,2026-09-10,2026-02-19T23:27:21.305555,,90666.24,15,13599.94,104266.18,0,104266.18,USD,,,2025-11-01T10:36:31.305560,
1fa89117-0ebb-4bd0-b95d-fb8dd6fbcc72,6e2684b5-dd18-4549-8440-7276b577d2b5,d4650ef7-057f-4fdf-b875-8a093c0609ad,4931bcf4-ccd7-4a71-b677-495f9845efd8,INV-000312,Invoice for Support,paid,2026-08-02,2026-09-19,2026-07-13T22:27:30.305588,2026-07-10T12:22:58.305593,27611.13,20,5522.23,33133.36,33133.36,0,USD,,,2025-08-21T00:58:31.305626,
86b952ea-1348-4f82-bffb-709d3fa971a7,6e2684b5-dd18-4549-8440-7276b577d2b5,,dd016af4-a992-40e0-b161-0b8b75494333,INV-000313,Invoice for Services,partial,2025-10-12,2026-12-08,2026-04-21T17:11:36.305675,,96937.94,0,0.0,96937.94,48468.97,48468.97,USD,Thank you for your business!,,2026-02-11T15:14:02.305681,
b2abbb1d-d368-49aa-9346-23f8a4a4e1c1,6e2684b5-dd18-4549-8440-7276b577d2b5,939685c0-2a92-469f-963c-4c6aa31453cc,,INV-000314,Invoice for Products,cancelled,2026-07-01,2026-10-08,2026-02-20T03:46:32.305715,,61579.83,20,12315.97,73895.8,0,73895.8,USD,,,2025-09-29T12:59:46.305720,
d9ee303f-f8d2-446d-b2ff-c3dd9fcea86a,6e2684b5-dd18-4549-8440-7276b577d2b5,,3f3af6ca-69ae-4018-928a-eaabbbfc9cb8,INV-000315,Invoice for Support,partial,2025-08-16,2027-01-10,2026-07-05T22:14:08.305748,,30192.46,0,0.0,30192.46,15096.23,15096.23,USD,Thank you for your business!,,2025-09-15T00:41:44.305754,
cc724d08-863b-48b0-9fc8-9fa7b1dd6bea,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000316,Invoice for Consulting,partial,2026-07-29,2026-08-13,2026-03-11T22:13:25.305780,,64828.59,8,5186.29,70014.88,35007.44,35007.44,USD,Thank you for your business!,,2026-03-13T10:43:13.305785,
4192ad37-22e8-41a1-9c42-41b3a5d7d436,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000317,Invoice for Consulting,sent,2025-11-01,2026-08-24,2026-07-04T12:49:46.305819,,6592.48,7.5,494.44,7086.92,0,7086.92,USD,,,2025-10-18T19:49:05.305825,
f8ab919c-ac78-4a98-9c9f-fa34383ef5c3,6e2684b5-dd18-4549-8440-7276b577d2b5,d692b1ea-5e9f-4701-a982-e7cad3e7a81d,,INV-000318,Invoice for Support,sent,2026-05-23,2026-12-05,2026-03-21T07:11:39.305853,,76692.57,7.5,5751.94,82444.51,0,82444.51,USD,Thank you for your business!,,2025-12-09T05:37:40.305859,
d0f0bdf8-d15e-46df-9a7c-a3e2c0e81bd9,6e2684b5-dd18-4549-8440-7276b577d2b5,cd91c3d4-f59e-404a-a3b6-d2215749d580,b1823e3c-a569-48e9-881f-da6d26132684,INV-000319,Invoice for Services,draft,2026-02-25,2027-01-06,,,55224.3,8,4417.94,59642.24,0,59642.24,USD,Thank you for your business!,,2026-04-13T03:31:55.305891,
3ea03e3e-39d2-451a-9545-5c96fcee3e39,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000320,Invoice for Services,viewed,2025-09-15,2027-01-27,2026-05-30T17:42:39.305916,,99934.1,10,9993.41,109927.51,0,109927.51,USD,,e0614b0f-43ee-4a53-b906-3f53fd035bc9,2025-11-18T15:29:47.305924,
826f21de-3907-4373-bb56-c7b8b6fad68e,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000321,Invoice for Support,viewed,2026-07-22,2026-08-09,2026-05-11T03:18:33.305949,,46384.44,0,0.0,46384.44,0,46384.44,USD,,,2026-02-06T22:20:44.305955,
5d7c472a-40eb-4b76-8293-a121747913f8,6e2684b5-dd18-4549-8440-7276b577d2b5,,,INV-000322,Invoice for Subscription,partial,2026-02-11,2026-12-18,2026-04-29T03:15:26.305984,,72188.73,0,0.0,72188.73,36094.365,36094.365,USD,Thank you for your business!,3dc3c9fd-c13a-4b6b-b3bd-9322b436be84,2026-02-28T15:59:35.305991,
